CAMPUS NAME AND NUMBER,CAMPUS CUMULATIVE YEAR END ENROLLMENT,CAMPUS DISCIPLINE POPULATION,CAMPUS DISCIPLINE RECORD COUNT,COUNT OF STUDENTS EXPELLED,COUNT OF STUDENTS EXPELLED TO JJAEP,COUNT OF STUDENTS REMOVED TO A DAEP,COUNT OF STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL,REGION,DISTRICT NAME AND NUMBER
TEAGUE INT 081904103,209.0,41.0,74.0,,,,41.0,,,,,,,,12,TEAGUE ISD 081904
TEAGUE J H 081904041,281.0,60.0,106.0,,,16.0,52.0,18.0,,,,,,,12,TEAGUE ISD 081904
TEAGUE LION ACADEMY 081904003,36.0,,11.0,,,,,,,,,,,,12,TEAGUE ISD 081904
TEAGUE MIDDLE 101902045,1189.0,423.0,1396.0,,,36.0,377.0,23.0,,,15.0,,,233.0,4,ALDINE ISD 101902
TEAM SCH 126903002,99.0,11.0,21.0,,,,,,,,,,,,11,CLEBURNE ISD 126903
TED FLORES EL 082903104,676.0,,75.0,,,,32.0,,,,,,,,20,PEARSALL ISD 082903
TEJAS SCHOOL OF CHOICE 071905010,100.0,10.0,12.0,,,,,,,,,,,,19,YSLETA ISD 071905
TEJEDA JUNIOR ACADEMY 015904048,48.0,29.0,122.0,,,,19.0,,,,,,,22.0,20,HARLANDALE ISD 015904
TEJEDA MIDDLE 015910056,1217.0,111.0,231.0,,,,111.0,,,,,,,,20,NORTH EAST ISD 015910
TEKOA ACADEMY OF ACCELERATED STUDI 123803001,70.0,,,,,,,,,,,,,,5,TEKOA ACADEMY OF ACCELERATED STUDI 123803
TEKOA ACADEMY OF ACCELERATED STUDI 123803041,59.0,,,,,,,,,,,,,,5,TEKOA ACADEMY OF ACCELERATED STUDI 123803
TEKOA ACADEMY OF ACCELERATED STUDI 123803101,254.0,,,,,,,,,,,,,,5,TEKOA ACADEMY OF ACCELERATED STUDI 123803
TEKOA ACADEMY OF ACCELERATED STUDI 123803103,130.0,,,,,,,,,,,,,,5,TEKOA ACADEMY OF ACCELERATED STUDI 123803
TELLES ACADEMY 071902027,,28.0,76.0,,,,20.0,,,,,,,21.0,19,EL PASO ISD 071902
TEMPLE CHARTER ACADEMY 014803101,428.0,16.0,27.0,,,,,,,,,,,,12,PRIORITY CHARTER SCHOOLS 014803
TEMPLE H S 014909002,2256.0,641.0,2785.0,,,75.0,591.0,20.0,,,62.0,,,263.0,12,TEMPLE ISD 014909
TENAHA SCHOOLS 210904002,620.0,31.0,42.0,,,,19.0,,,,,,,,7,TENAHA ISD 210904
TENIE HOLMES EL 158901102,774.0,47.0,86.0,,,,,,,,,,,29.0,3,BAY CITY ISD 158901
TENNYSON MIDDLE 161914044,986.0,326.0,1207.0,,,80.0,311.0,83.0,,,12.0,,,130.0,12,WACO ISD 161914
TERAVISTA EL 246909131,924.0,17.0,26.0,,,,,,,,,,,,13,ROUND ROCK ISD 246909
TERRA VISTA MIDDLE 152907042,817.0,129.0,385.0,,,22.0,122.0,,,,,,,31.0,17,FRENSHIP ISD 152907
TERRACE EL 101920122,420.0,18.0,31.0,,,,16.0,,,,,,,,4,SPRING BRANCH ISD 101920
TERRACE HILLS MIDDLE 071902048,523.0,134.0,377.0,,,30.0,111.0,26.0,,,13.0,,,49.0,19,EL PASO ISD 071902
TERRELL ALTERNATIVE EDUCATION CENT 129906004,18.0,,,,,,,,,,,,,,10,TERRELL ISD 129906
TERRELL EL 091903114,410.0,,,,,,,,,,,,,,10,DENISON ISD 091903
TERRELL H S 129906002,1274.0,374.0,1227.0,,,68.0,341.0,,,,,,,135.0,10,TERRELL ISD 129906
TERRELL WELLS MIDDLE 015904043,810.0,200.0,548.0,,,41.0,171.0,15.0,,,30.0,,,90.0,20,HARLANDALE ISD 015904
TERRY MIDDLE 057914048,932.0,251.0,1150.0,,,23.0,240.0,13.0,,,15.0,,,77.0,10,MESQUITE ISD 057914
TEXAS ACADEMY OF BIOMEDICAL 220905082,386.0,,,,,,,,,,,,,,11,FORT WORTH ISD 220905
TEXAS CITY H S 084906001,1999.0,581.0,1979.0,,,129.0,542.0,89.0,,,50.0,,,269.0,4,TEXAS CITY ISD 084906
TEXAS CONNECTIONS ACADEMY AT HOUST 101912100,7456.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
TEXAS EARLY COLLEGE H S 183801002,87.0,,,,,,,,,,,,,,7,PANOLA CHARTER SCHOOL 183801
TEXAS EMPOWERMENT ACADEMY 227805041,225.0,,,,,,,,,,,,,,13,TEXAS EMPOWERMENT ACADEMY 227805
TEXAS EMPOWERMENT ACADEMY EL 227805101,109.0,,,,,,,,,,,,,,13,TEXAS EMPOWERMENT ACADEMY 227805
TEXAS H S 019907002,1897.0,361.0,1037.0,,,44.0,307.0,,,,,,,164.0,8,TEXARKANA ISD 019907
TEXAS LEADERSHIP OF ABILENE 226801004,474.0,67.0,149.0,,,,33.0,,,,,,,49.0,15,TEXAS LEADERSHIP 226801
TEXAS LEADERSHIP OF ARLINGTON 226801003,619.0,113.0,243.0,,,,83.0,,,,,,,60.0,15,TEXAS LEADERSHIP 226801
TEXAS LEADERSHIP OF MIDLAND 226801002,614.0,72.0,194.0,,,,65.0,,,,,,,20.0,15,TEXAS LEADERSHIP 226801
TEXAS MIDDLE 019907042,1565.0,240.0,539.0,,,26.0,208.0,,,,,,,86.0,8,TEXARKANA ISD 019907
TEXAS ONLINE PREPARATORY EL 236902108,682.0,,,,,,,,,,,,,,6,HUNTSVILLE ISD 236902
TEXAS ONLINE PREPARATORY H S 236902008,1090.0,,,,,,,,,,,,,,6,HUNTSVILLE ISD 236902
TEXAS ONLINE PREPARATORY MIDDLE 236902048,1136.0,,,,,,,,,,,,,,6,HUNTSVILLE ISD 236902
TEXAS PREPARATORY SCHOOL - AUSTIN 105802101,139.0,,,,,,,,,,,,,,13,TEXAS PREPARATORY SCHOOL 105802
TEXAS PREPARATORY SCHOOL 105802041,150.0,29.0,54.0,,,,27.0,,,,,,,,13,TEXAS PREPARATORY SCHOOL 105802
TEXAS SCHOOL OF THE ARTS 220814101,359.0,,,,,,,,,,,,,,11,TEXAS SCHOOL OF THE ARTS 220814
TEXAS SERENITY ACADEMY - GANO 170801004,159.0,13.0,40.0,,,,11.0,,,,,,,,6,TEXAS SERENITY ACADEMY 170801
TEXAS SERENITY ACADEMY 170801003,392.0,11.0,14.0,,,,10.0,,,,,,,,6,TEXAS SERENITY ACADEMY 170801
TEXAS VIRTUAL ACADEMY 072801145,4407.0,,,,,,,,,,,,,,11,PREMIER HIGH SCHOOLS 072801
TEXHOMA EL 211901101,215.0,,,,,,,,,,,,,,16,TEXHOMA ISD 211901
TEXLINE SCHOOL 056902001,190.0,,,,,,,,,,,,,,16,TEXLINE ISD 056902
TH JOHNSON EL 246911107,411.0,,10.0,,,,,,,,,,,,13,TAYLOR ISD 246911
THE ACADEMY AT NOLA DUNN 126902101,672.0,,,,,,,,,,,,,,11,BURLESON ISD 126902
THE ANN WINDLE SCHOOL FOR YOUNG CH 061901114,261.0,,,,,,,,,,,,,,11,DENTON ISD 061901
THE BEAR BLVD SCHOOL 101920131,365.0,,,,,,,,,,,,,,4,SPRING BRANCH ISD 101920
THE BRIDGES ACAD ALTER 220906006,92.0,21.0,33.0,,,,15.0,,,,,,,,11,GRAPEVINE-COLLEYVILLE ISD 220906
THE COLONY H S 061902004,2125.0,443.0,1346.0,,,78.0,397.0,63.0,,,34.0,,,153.0,11,LEWISVILLE ISD 061902
THE EAST AUSTIN COLLEGE PREP AT ML 227824002,540.0,,,,,,,,,,,,,,13,PROMESA PUBLIC SCHOOLS 227824
THE EAST AUSTIN COLLEGE PREP AT SO 227824001,165.0,,,,,,,,,,,,,,13,PROMESA PUBLIC SCHOOLS 227824
THE EXCEL CENTER (FOR ADULTS) 227827001,307.0,,,,,,,,,,,,,,13,THE EXCEL CENTER (FOR ADULTS) 227827
THE EXCEL CENTER 227828001,544.0,,,,,,,,,,,,,15.0,13,THE EXCEL CENTER 227828
THE FOUNDATION SCHOOL FOR AUTISM 221801040,40.0,,,,,,,,,,,,,,14,TEXAS COLLEGE PREPARATORY ACADEMIE 221801
THE GRACE ENGLAND EARLY CHILDHOOD/ 101915130,541.0,,,,,,,,,,,,,,4,KLEIN ISD 101915
THE JOE BARNHART ACADEMY 013901042,75.0,,17.0,,,,,,,,,,,,2,BEEVILLE ISD 013901
THE LAWSON ACADEMY 101864041,254.0,30.0,38.0,,,,,,,,,,,30.0,4,THE LAWSON ACADEMY 101864
THE LEADERSHIP ACADEMY 212801102,139.0,,,,,,,,,,,,,,7,CUMBERLAND ACADEMY 212801
THE LEARNING CTR 170908002,,65.0,116.0,,,26.0,,,,,,,,47.0,6,NEW CANEY ISD 170908
THE LION LANE SCHOOL 101920130,333.0,,,,,,,,,,,,,,4,SPRING BRANCH ISD 101920
THE MARY CATHERINE HARRIS SCHOOL-S 021902017,291.0,104.0,421.0,,,31.0,,20.0,,,16.0,,,104.0,6,BRYAN ISD 021902
THE MEADOWS EL 057906106,567.0,,,,,,,,,,,,,,10,DESOTO ISD 057906
THE NBISD LEARNING CENTER 046901038,155.0,,11.0,,,,,,,,,,,,13,NEW BRAUNFELS ISD 046901
THE OLIVE TREE MONTESSORI ACADEMY 220811102,110.0,,,,,,,,,,,,,,11,EAST FORT WORTH MONTESSORI ACADEMY 220811
THE PANDA PATH SCHOOL 101920129,234.0,,,,,,,,,,,,,,4,SPRING BRANCH ISD 101920
THE PHOENIX ACADEMY 220908006,174.0,14.0,23.0,,,,,,,,,,,14.0,11,MANSFIELD ISD 220908
THE RHODES SCHOOL - HUMBLE 101861105,533.0,31.0,58.0,,,,,,,,,,,31.0,4,THE RHODES SCHOOL 101861
THE RHODES SCHOOL - NORTHSHORE 101861102,535.0,19.0,29.0,,,,17.0,,,,,,,,4,THE RHODES SCHOOL 101861
THE RHODES SCHOOL - NW 101861104,118.0,,,,,,,,,,,,,,4,THE RHODES SCHOOL 101861
THE RHODES SCHOOL - SOUTHEAST 101861103,73.0,,,,,,,,,,,,,,4,THE RHODES SCHOOL 101861
THE SCIENCE ACADEMY OF SOUTH TEXAS 031916005,814.0,36.0,56.0,,,,35.0,,,,,,,,1,SOUTH TEXAS ISD 031916
THE SUMMIT (HIGH SCHOOL) 101917014,,212.0,423.0,,,139.0,55.0,101.0,,,81.0,,,93.0,4,PASADENA ISD 101917
THE SUMMIT (INTERMEDIATE) 101917055,,122.0,361.0,,,54.0,43.0,57.0,,,23.0,,,82.0,4,PASADENA ISD 101917
THE TIGER TRAIL SCHOOL 101920132,341.0,,,,,,,,,,,,,,4,SPRING BRANCH ISD 101920
THE VARNETT SCHOOL - EAST 101814103,393.0,,,,,,,,,,,,,,4,THE VARNETT PUBLIC SCHOOL 101814
THE VARNETT SCHOOL - NORTHEAST 101814102,601.0,,,,,,,,,,,,,,4,THE VARNETT PUBLIC SCHOOL 101814
THE VARNETT SCHOOL SOUTHEAST 101814104,145.0,,,,,,,,,,,,,,4,THE VARNETT PUBLIC SCHOOL 101814
THE WILDCAT WAY SCHOOL 101920128,361.0,,,,,,,,,,,,,,4,SPRING BRANCH ISD 101920
THE WOODLANDS H S 170902003,4462.0,224.0,439.0,,,42.0,220.0,15.0,,,34.0,,,16.0,6,CONROE ISD 170902
THEISS EL 101915106,709.0,13.0,42.0,,,,,,,,,,,13.0,4,KLEIN ISD 101915
THELMA ELIZABETH PAGE RICHARDSON E 057905303,744.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
THELMA JONES EL 220908117,496.0,51.0,116.0,,,,48.0,,,,,,,10.0,11,MANSFIELD ISD 220908
THELMA ROSA SALINAS STEM EARLY COL 108912010,422.0,,,,,,,,,,,,,,1,LA JOYA ISD 108912
THERAPEUTIC EDUCATION PROGRAM 101915035,,61.0,182.0,,,,,,,,,,,61.0,4,KLEIN ISD 101915
THERON JONES EARLY LITERACY CENTER 019907107,452.0,69.0,150.0,,,,69.0,,,,,,,,8,TEXARKANA ISD 019907
THIGPEN-ZAVALA EL 108906130,624.0,12.0,27.0,,,,11.0,,,,,,,,1,MCALLEN ISD 108906
THOMAS A EDISON MIDDLE LEARNING CE 057905074,601.0,154.0,309.0,,,13.0,13.0,,,,,,,147.0,10,DALLAS ISD 057905
THOMAS ARNOLD EL 014908101,494.0,,,,,,,,,,,,,,12,SALADO ISD 014908
THOMAS BUZBEE VOCATIONAL SCHOOL 236801001,262.0,,,,,,,,,,,,,,6,RAVEN SCHOOL 236801
THOMAS C MARSH MIDDLE 057905054,972.0,101.0,198.0,,,11.0,,,,,,,,97.0,10,DALLAS ISD 057905
THOMAS EL 043910117,727.0,21.0,26.0,,,,14.0,,,,,,,10.0,10,PLANO ISD 043910
THOMAS EL 221901151,486.0,22.0,46.0,,,,22.0,,,,,,,,14,ABILENE ISD 221901
THOMAS HANCOCK EL 101917148,499.0,37.0,118.0,,,,35.0,,,,,,,,4,PASADENA ISD 101917
THOMAS J RUSK EL 174904110,570.0,111.0,356.0,,,,88.0,,,,,,,61.0,7,NACOGDOCHES ISD 174904
THOMAS J RUSK MIDDLE 057905055,706.0,68.0,110.0,,,,19.0,,,,,,,54.0,10,DALLAS ISD 057905
THOMAS JEFFERSON H S 057905007,1838.0,75.0,96.0,,,27.0,11.0,,,,,,,48.0,10,DALLAS ISD 057905
THOMAS JEFFERSON INT 013901104,493.0,138.0,434.0,,,,130.0,,,,,,,39.0,2,BEEVILLE ISD 013901
THOMAS L MARSALIS EL 057905183,586.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
THOMAS MANOR 071905146,590.0,13.0,22.0,,,,13.0,,,,,,,,19,YSLETA ISD 071905
THOMAS MIDDLE 101912077,627.0,334.0,1002.0,,,19.0,214.0,12.0,,,10.0,,,261.0,4,HOUSTON ISD 101912
THOMAS TOLBERT EL 057905277,592.0,13.0,24.0,,,,,,,,,,,13.0,10,DALLAS ISD 057905
THOMPSON EL 057903111,577.0,45.0,106.0,,,,44.0,,,,,,,,10,CARROLLTON-FARMERS BRANCH ISD 057903
THOMPSON EL 057914127,626.0,74.0,176.0,,,,74.0,,,,,,,,10,MESQUITE ISD 057914
THOMPSON EL 101902117,829.0,19.0,38.0,,,,19.0,,,,,,,,4,ALDINE ISD 101902
THOMPSON EL 101912243,490.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
THOMPSON INT 101917049,987.0,179.0,420.0,,,,170.0,,,,,,,55.0,4,PASADENA ISD 101917
THORNDALE EL 166905101,234.0,36.0,100.0,,,,36.0,,,,,,,,13,THORNDALE ISD 166905
THORNDALE H S 166905001,229.0,31.0,80.0,,,,28.0,,,,,,,13.0,13,THORNDALE ISD 166905
THORNDALE MIDDLE 166905041,159.0,16.0,34.0,,,,15.0,,,,,,,,13,THORNDALE ISD 166905
THORNTON EL 014909111,790.0,35.0,,,,,26.0,,,,,,,11.0,12,TEMPLE ISD 014909
THORNTON EL 015915149,658.0,24.0,46.0,,,,24.0,,,,,,,,20,NORTHSIDE ISD 015915
THORNTON EL 220901114,851.0,58.0,150.0,,,,51.0,,,,,,,26.0,11,ARLINGTON ISD 220901
THORNTON MIDDLE 101907050,1748.0,345.0,1053.0,,,11.0,282.0,,,,,,,184.0,4,CYPRESS-FAIRBANKS ISD 101907
THORNWOOD EL 101920123,484.0,47.0,91.0,,,,41.0,,,,,,,19.0,4,SPRING BRANCH ISD 101920
THOUSAND OAKS EL 015910126,809.0,66.0,121.0,,,,66.0,,,,,,,,20,NORTH EAST ISD 015910
THRALL EL 246912101,287.0,12.0,21.0,,,,12.0,,,,,,,,13,THRALL ISD 246912
THRALL H S 246912001,230.0,13.0,22.0,,,,13.0,,,,,,,,13,THRALL ISD 246912
THRALL MIDDLE 246912042,233.0,20.0,46.0,,,,19.0,,,,,,,,13,THRALL ISD 246912
THREE LAKES MIDDLE 212905049,932.0,204.0,704.0,,,26.0,185.0,17.0,,,12.0,,,85.0,7,TYLER ISD 212905
THREE RIVERS EL 149902101,394.0,10.0,13.0,,,,10.0,,,,,,,,2,THREE RIVERS ISD 149902
THREE RIVERS JR/SR H S 149902001,335.0,28.0,46.0,,,,25.0,,,,,,,,2,THREE RIVERS ISD 149902
THREE WAY EL 072901101,157.0,,,,,,,,,,,,,,11,THREE WAY ISD 072901
THROCKMORTON SCHOOL 224901001,158.0,,,,,,,,,,,,,,9,THROCKMORTON ISD 224901
THUNDERBIRD EL 095905109,507.0,23.0,38.0,,,,23.0,,,,,,,,17,PLAINVIEW ISD 095905
THURGOOD MARSHALL EL 057916146,813.0,63.0,159.0,,,,52.0,,,,,,,27.0,10,RICHARDSON ISD 057916
THURGOOD MARSHALL H S 079907012,1303.0,294.0,663.0,,,48.0,187.0,10.0,,,38.0,,,192.0,4,FORT BEND ISD 079907
THURGOOD MARSHALL LEADERSHIP ACADE 057910129,715.0,15.0,20.0,,,,15.0,,,,,,,,10,GRAND PRAIRIE ISD 057910
TIBBALS EL 043914107,703.0,,,,,,,,,,,,,,10,WYLIE ISD 043914
TICE EL 101910111,759.0,23.0,32.0,,,,19.0,,,,,,,,4,GALENA PARK ISD 101910
TIDEHAVEN H S 158902001,313.0,52.0,115.0,,,,50.0,,,,,,,,3,TIDEHAVEN ISD 158902
TIDEHAVEN INT 158902041,205.0,56.0,151.0,,,,56.0,,,,,,,,3,TIDEHAVEN ISD 158902
TIERRA BLANCA EL 059901106,380.0,,,,,,,,,,,,,,16,HEREFORD ISD 059901
TIERRA DEL SOL EL 071905132,770.0,15.0,17.0,,,,,,,,,,,12.0,19,YSLETA ISD 071905
TIJERINA EL 101912279,405.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
TIMBER CREEK EL 061902108,516.0,,26.0,,,,,,,,,,,,11,LEWISVILLE ISD 061902
TIMBER CREEK EL 101921113,547.0,,,,,,,,,,,,,,4,TOMBALL ISD 101921
TIMBER CREEK EL 187907102,513.0,,,,,,,,,,,,,,6,LIVINGSTON ISD 187907
TIMBER CREEK H S 220907005,3356.0,187.0,416.0,,,38.0,20.0,,,,,,,171.0,11,KELLER ISD 220907
TIMBER RIDGE EL 014906133,1244.0,168.0,447.0,,,12.0,160.0,,,,,,,30.0,12,KILLEEN ISD 014906
TIMBERLINE EL 220906104,774.0,11.0,22.0,,,,10.0,,,,,,,,11,GRAPEVINE-COLLEYVILLE ISD 220906
TIMBERS EL 101913110,721.0,26.0,38.0,,,,24.0,,,,,,,,4,HUMBLE ISD 101913
TIMBERVIEW MIDDLE 220907046,1255.0,105.0,249.0,,,,93.0,,,,,,,31.0,11,KELLER ISD 220907
TIMBERWILDE EL 015915132,692.0,48.0,121.0,,,,44.0,,,,,,,11.0,20,NORTHSIDE ISD 015915
TIMBERWOOD MIDDLE 101913046,1631.0,145.0,320.0,,,,129.0,,,,,,,40.0,4,HUMBLE ISD 101913
TIMBERWOOD PARK EL 046902114,694.0,,,,,,,,,,,,,,20,COMAL ISD 046902
TIMMERMAN EL 227904103,549.0,40.0,56.0,,,,36.0,,,,,,,,13,PFLUGERVILLE ISD 227904
TIMPSON SCHOOL 210905001,708.0,82.0,154.0,,,,80.0,,,,,,,14.0,7,TIMPSON ISD 210905
TINSLEY EL 101912374,788.0,32.0,40.0,,,,,,,,,,,32.0,4,HOUSTON ISD 101912
TIOGA SCHOOL 091907101,631.0,29.0,46.0,,,,28.0,,,,,,,,10,TIOGA ISD 091907
TIPPIN EL 071902168,604.0,,10.0,,,,,,,,,,,,19,EL PASO ISD 071902
TIPPS EL 101907141,1094.0,58.0,120.0,,,,57.0,,,,,,,,4,CYPRESS-FAIRBANKS ISD 101907
TISD CHILD & ADOLESCENT SCHOOL 129906104,111.0,,,,,,,,,,,,,,10,TERRELL ISD 129906
TISINGER EL 057914112,907.0,55.0,93.0,,,,37.0,,,,,,,32.0,10,MESQUITE ISD 057914
TISON MIDDLE 184903042,970.0,121.0,253.0,,,41.0,88.0,,,,,,,49.0,11,WEATHERFORD ISD 184903
TIVY H S 133903001,1435.0,275.0,582.0,,,48.0,245.0,,,,39.0,,,66.0,20,KERRVILLE ISD 133903
TLC ACADEMY 226801001,1366.0,146.0,256.0,,,,136.0,,,,,,,22.0,15,TEXAS LEADERSHIP 226801
TNC CAMPUS (TEXAS NEUROREHABILITAT 227806024,122.0,,,,,,,,,,,,,,13,UNIVERSITY OF TEXAS UNIVERSITY CHA 227806
TOBIAS EL 105906110,742.0,,12.0,,,,,,,,,,,,13,HAYS CISD 105906
TOLAR EL 111903101,376.0,,,,,,,,,,,,,,11,TOLAR ISD 111903
TOLAR H S 111903001,251.0,22.0,31.0,,,,19.0,,,,,,,,11,TOLAR ISD 111903
TOLAR J H 111903041,195.0,,,,,,,,,,,,,,11,TOLAR ISD 111903
TOLER EL 057909136,678.0,43.0,107.0,,,,34.0,,,,,,,22.0,10,GARLAND ISD 057909
TOM AND NITA NICHOLS MIDDLE 126905043,603.0,89.0,184.0,,,17.0,72.0,17.0,,,,,,44.0,11,JOSHUA ISD 126905
TOM BEAN EL 091918101,308.0,,,,,,,,,,,,,,10,TOM BEAN ISD 091918
TOM BEAN H S 091918001,222.0,,,,,,,,,,,,,,10,TOM BEAN ISD 091918
TOM BEAN MIDDLE 091918041,181.0,30.0,91.0,,,,28.0,,,,,,,,10,TOM BEAN ISD 091918
TOM C GOOCH EL 057905148,465.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
TOM GREEN EL 105906103,829.0,13.0,27.0,,,,13.0,,,,,,,,13,HAYS CISD 105906
TOM HICKS EL 061902134,611.0,29.0,50.0,,,,26.0,,,,,,,,11,LEWISVILLE ISD 061902
TOM LEA JR EL 071902178,956.0,,13.0,,,,,,,,,,,,19,EL PASO ISD 071902
TOM R ELLISOR EL 170906108,823.0,53.0,104.0,,,,49.0,,,,,,,12.0,6,MAGNOLIA ISD 170906
TOM W FIELD EL 057905144,299.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
TOM WILSON EL 101914133,1083.0,21.0,25.0,,,,20.0,,,,,,,,4,KATY ISD 101914
TOMBALL EL 101921108,801.0,23.0,33.0,,,,23.0,,,,,,,,4,TOMBALL ISD 101921
TOMBALL H S 101921001,2049.0,282.0,822.0,,,46.0,266.0,14.0,,,38.0,,,77.0,4,TOMBALL ISD 101921
TOMBALL INT 101921105,814.0,68.0,130.0,,,,64.0,,,,,,,,4,TOMBALL ISD 101921
TOMBALL J H 101921042,801.0,104.0,295.0,,,15.0,101.0,,,,,,,30.0,4,TOMBALL ISD 101921
TOMBALL MEMORIAL H S 101921002,2330.0,238.0,712.0,,,33.0,223.0,,,,,,,77.0,4,TOMBALL ISD 101921
TOMBALL STAR ACADEMY 101921005,109.0,,20.0,,,,,,,,,,,,4,TOMBALL ISD 101921
TOMPKINS H S 101914012,3440.0,53.0,92.0,,,14.0,37.0,,,,,,,24.0,4,KATY ISD 101914
TONY GONZALEZ EL 031913101,322.0,11.0,32.0,,,,,,,,,,,,1,SANTA MARIA ISD 031913
TOOL EL 107906104,270.0,,,,,,,,,,,,,,7,MALAKOFF ISD 107906
TOP OF TEXAS ACCELERATED EDUCATION 179901002,64.0,,,,,17.0,,,,,,,,,16,PERRYTON ISD 179901
TORNILLO EL 071908101,307.0,,,,,,,,,,,,,,19,TORNILLO ISD 071908
TORNILLO H S 071908001,356.0,153.0,355.0,,,29.0,141.0,,,,,,,26.0,19,TORNILLO ISD 071908
TORNILLO INT 071908044,233.0,11.0,15.0,,,,11.0,,,,,,,,19,TORNILLO ISD 071908
TORNILLO JH 071908041,271.0,105.0,226.0,,,10.0,99.0,,,,,,,,19,TORNILLO ISD 071908
TOSCH EL 057914113,942.0,43.0,65.0,,,,42.0,,,,,,,,10,MESQUITE ISD 057914
TOUGH EL 170902071,933.0,,,,,,,,,,,,,,6,CONROE ISD 170902
TOWN CENTER EL 057922108,606.0,21.0,39.0,,,,21.0,,,,,,,,10,COPPELL ISD 057922
TOWNEWEST EL 079907114,767.0,18.0,20.0,,,,,,,,,,,14.0,4,FORT BEND ISD 079907
TOWNLEY EL 057912120,771.0,17.0,45.0,,,,12.0,,,,,,,,10,IRVING ISD 057912
TRADEWIND EL 188901143,690.0,27.0,61.0,,,,27.0,,,,,,,,16,AMARILLO ISD 188901
TRANSFORMING LIVES COOPERATIVE (TL 084901011,12.0,,,,,,,,,,,,,,4,DICKINSON ISD 084901
TRANSITION CTR 220905035,72.0,,,,,,,,,,,,,,11,FORT WORTH ISD 220905
TRANSMOUNTAIN EARLY COLLEGE H S 071902015,453.0,,13.0,,,,,,,,,,,,19,EL PASO ISD 071902
TRAUTMANN EL 240903110,790.0,,,,,,,,,,,,,,1,UNITED ISD 240903
TRAUTMANN MIDDLE 240903048,1802.0,108.0,185.0,,,13.0,66.0,,,,,,,69.0,1,UNITED ISD 240903
TRAVIS 6TH GRADE CAMPUS 188901053,369.0,113.0,271.0,,,10.0,104.0,,,,,,,54.0,16,AMARILLO ISD 188901
TRAVIS B BRYAN H S 021902001,2419.0,545.0,1842.0,,,111.0,487.0,80.0,,,47.0,,,190.0,6,BRYAN ISD 021902
TRAVIS COUNTY DAY SCHOOL 227901027,20.0,,,,,,,,,,,,,,13,AUSTIN ISD 227901
TRAVIS COUNTY JUVENILE DETENTION C 227901030,357.0,,,,,,,,,,,,,,13,AUSTIN ISD 227901
TRAVIS EARLY COLLEGE H S 015907022,386.0,33.0,43.0,,,,23.0,,,,,,,12.0,20,SAN ANTONIO ISD 015907
TRAVIS EL 031903112,393.0,,17.0,,,,,,,,,,,,1,HARLINGEN CISD 031903
TRAVIS EL 070903104,300.0,,,,,,,,,,,,,,10,ENNIS ISD 070903
TRAVIS EL 071902143,354.0,,,,,,,,,,,,,,19,EL PASO ISD 071902
TRAVIS EL 079901108,560.0,,10.0,,,,,,,,,,,,4,LAMAR CISD 079901
TRAVIS EL 090904107,432.0,26.0,,,,,24.0,,,,,,,,16,PAMPA ISD 090904
TRAVIS EL 096904103,171.0,,,,,,,,,,,,,,16,MEMPHIS ISD 096904
TRAVIS EL 101911114,951.0,113.0,429.0,,,,111.0,,,,,,,21.0,4,GOOSE CREEK CISD 101911
TRAVIS EL 101912249,720.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
TRAVIS EL 105902105,746.0,57.0,83.0,,,,55.0,,,,,,,,13,SAN MARCOS CISD 105902
TRAVIS EL 108904111,393.0,,12.0,,,,,,,,,,,,1,EDINBURG CISD 108904
TRAVIS EL 108907103,697.0,37.0,102.0,,,,35.0,,,,,,,,1,MERCEDES ISD 108907
TRAVIS EL 112901105,259.0,,,,,,,,,,,,,,8,SULPHUR SPRINGS ISD 112901
TRAVIS EL 116905107,381.0,,,,,,,,,,,,,,10,GREENVILLE ISD 116905
TRAVIS EL 123907108,614.0,52.0,131.0,,,,48.0,,,,,,,13.0,5,PORT ARTHUR ISD 123907
TRAVIS EL 165901118,810.0,87.0,212.0,,,18.0,60.0,,,,,,,44.0,18,MIDLAND ISD 165901
TRAVIS EL 178904136,529.0,16.0,21.0,,,,,,,,,,,13.0,2,CORPUS CHRISTI ISD 178904
TRAVIS EL 182903105,808.0,99.0,275.0,,,,93.0,,,,,,,,11,MINERAL WELLS ISD 182903
TRAVIS H S 227901007,1359.0,166.0,332.0,,,55.0,63.0,,,,,,,129.0,13,AUSTIN ISD 227901
TRAVIS H S OF CHOICE 139909008,96.0,,,,,,,,,,,,,,8,PARIS ISD 139909
TRAVIS HTS EL 227901140,558.0,,,,,,,,,,,,,,13,AUSTIN ISD 227901
